"specname","latitude","longitude","carp_color","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","t_texture","drainage","awc_class","t_gravel","t_sand","t_silt","t_clay","t_usda_tex_class","t_ref_bulk_density","t_bulk_density","t_oc","t_ph_h2o","t_cec_clay","t_cec_soil","t_bs","t_teb","t_caco3","t_caso4","t_esp","t_ece","s_gravel","s_sand","s_silt","s_clay","s_usda_tex_class","s_ref_bulk_density","s_bulk_density","s_oc","s_ph_h2o","s_cec_clay","s_cec_soil","s_bs","s_teb","s_caco3","s_esp","s_ece","FOR_2000","GRS_2000","NVG_2000","sq1","sq2","sq3","sq4","sq5","sq6","sq7","URB_2000","WAT_2000"
"12437","Amanita rhopalopus group",36.501,-87.268,"white",142,134,36,8393,325,-43,368,141,202,247,29,1274,137,75,15,367,251,296,337,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,15.9955291748047,2.96477556228638,0,3,2,1,1,1,1,1,7.99809980392456,0
"981","Amanita roseitincta (Murrill) Murrill",33.98445,-84.2499,"orange",153,126,39,7256,310,-12,322,72,159,244,57,1369,153,89,16,415,282,320,382,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,68.0330657958984,7.67022848129272,0,3,2,1,1,1,1,1,22.8003005981445,0
"994","Amanita roseitincta (Murrill) Murrill",35.8725,-78.761,"orange",151,127,38,7573,316,-18,334,247,105,247,51,1130,116,76,13,324,244,324,273,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,76.2622146606445,12.1785907745361,0,3,2,1,1,1,1,1,2.09369993209839,0
"1112","Amanita roseitincta (Murrill) Murrill",35.8725,-78.761,"orange",151,127,38,7573,316,-18,334,247,105,247,51,1130,116,76,13,324,244,324,273,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,76.2622146606445,12.1785907745361,0,3,2,1,1,1,1,1,2.09369993209839,0
"1147","Amanita roseitincta (Murrill) Murrill",35.8725,-78.761,"orange",151,127,38,7573,316,-18,334,247,105,247,51,1130,116,76,13,324,244,324,273,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,76.2622146606445,12.1785907745361,0,3,2,1,1,1,1,1,2.09369993209839,0
"1148","Amanita roseitincta (Murrill) Murrill",35.8725,-78.761,"orange",151,127,38,7573,316,-18,334,247,105,247,51,1130,116,76,13,324,244,324,273,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,76.2622146606445,12.1785907745361,0,3,2,1,1,1,1,1,2.09369993209839,0
"1238","Amanita roseitincta (Murrill) Murrill",35.8725,-78.761,"orange",151,127,38,7573,316,-18,334,247,105,247,51,1130,116,76,13,324,244,324,273,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,76.2622146606445,12.1785907745361,0,3,2,1,1,1,1,1,2.09369993209839,0
"1239","Amanita roseitincta (Murrill) Murrill",35.8725,-78.761,"orange",151,127,38,7573,316,-18,334,247,105,247,51,1130,116,76,13,324,244,324,273,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,76.2622146606445,12.1785907745361,0,3,2,1,1,1,1,1,2.09369993209839,0
"1260","Amanita roseitincta (Murrill) Murrill",35.8725,-78.761,"orange",151,127,38,7573,316,-18,334,247,105,247,51,1130,116,76,13,324,244,324,273,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,76.2622146606445,12.1785907745361,0,3,2,1,1,1,1,1,2.09369993209839,0
"1306","Amanita roseitincta (Murrill) Murrill",35.8725,-78.761,"orange",151,127,38,7573,316,-18,334,247,105,247,51,1130,116,76,13,324,244,324,273,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,76.2622146606445,12.1785907745361,0,3,2,1,1,1,1,1,2.09369993209839,0
"1332","Amanita roseitincta (Murrill) Murrill",35.8725,-78.761,"orange",151,127,38,7573,316,-18,334,247,105,247,51,1130,116,76,13,324,244,324,273,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,76.2622146606445,12.1785907745361,0,3,2,1,1,1,1,1,2.09369993209839,0
"1404","Amanita roseitincta (Murrill) Murrill",35.8725,-78.761,"orange",151,127,38,7573,316,-18,334,247,105,247,51,1130,116,76,13,324,244,324,273,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,76.2622146606445,12.1785907745361,0,3,2,1,1,1,1,1,2.09369993209839,0
"2782","Amanita roseitincta (Murrill) Murrill",38.01025,-78.45235,"orange",133,127,36,8106,310,-42,352,228,26,235,26,1120,115,76,13,319,235,315,235,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,41.0536422729492,18.3991279602051,0,3,2,1,1,1,1,1,19.1602993011475,0
"3112","Amanita roseitincta (Murrill) Murrill",35.8725,-78.761,"orange",151,127,38,7573,316,-18,334,247,105,247,51,1130,116,76,13,324,244,324,273,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,76.2622146606445,12.1785907745361,0,3,2,1,1,1,1,1,2.09369993209839,0
"3202","Amanita roseitincta (Murrill) Murrill",32.49475,-94.7574,"orange",181,129,38,7414,344,6,338,221,268,273,81,1159,120,59,18,342,228,234,287,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,51.903076171875,15.2893972396851,0,3,2,1,1,1,1,1,18.6897010803223,0
"3209","Amanita roseitincta (Murrill) Murrill",35.8725,-78.761,"orange",151,127,38,7573,316,-18,334,247,105,247,51,1130,116,76,13,324,244,324,273,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,76.2622146606445,12.1785907745361,0,3,2,1,1,1,1,1,2.09369993209839,0
"3688","Amanita roseitincta (Murrill) Murrill",32.4909,-94.77845,"orange",181,129,38,7414,344,6,338,221,268,273,81,1159,120,59,18,342,228,234,287,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,51.903076171875,15.2893972396851,0,3,2,1,1,1,1,1,18.6897010803223,0
"6187","Amanita roseitincta (Murrill) Murrill",33.94465,-84.20215,"orange",154,126,39,7243,311,-10,321,73,160,245,58,1359,151,88,16,411,281,320,378,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,68.0330657958984,7.67022848129272,0,3,2,1,1,1,1,1,22.8003005981445,0
"6975","Amanita roseitincta (Murrill) Murrill",33.94465,-84.20215,"orange",154,126,39,7243,311,-10,321,73,160,245,58,1359,151,88,16,411,281,320,378,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,68.0330657958984,7.67022848129272,0,3,2,1,1,1,1,1,22.8003005981445,0
"7039","Amanita roseitincta (Murrill) Murrill",34.49645,-83.06785,"orange",157,131,40,7274,319,-8,327,76,162,249,61,1349,150,93,14,402,287,329,367,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,46.6052093505859,4.11621141433716,0,3,2,1,1,1,1,1,1.3555999994278,22.6476993560791
"7686","Amanita roseitincta (Murrill) Murrill",32.7944,-80.20545,"orange",184,111,37,6608,323,29,294,266,146,266,96,1258,171,62,32,468,221,468,258,2,2,1,9,34,43,23,9,1.38,1.39,0.83,4.9,18,7,30,1.9,0,0,2,0.1,7,28,38,34,5,1.31,1.48,0.3,4.7,22,12,20,2,0,1,0.1,82.482421875,8.14201641082764,0,3,2,1,2,1,1,1,1.58859992027283,0
"8463","Amanita roseitincta (Murrill) Murrill",33.94465,-84.20215,"orange",154,126,39,7243,311,-10,321,73,160,245,58,1359,151,88,16,411,281,320,378,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,68.0330657958984,7.67022848129272,0,3,2,1,1,1,1,1,22.8003005981445,0
"13665","Amanita roseitincta (Murrill) Murrill",32.4511,-93.3764,"orange",179,128,38,7382,339,8,331,93,234,270,80,1269,133,70,15,354,250,278,345,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,75.847053527832,8.68116092681885,0,2,2,1,1,1,1,1,0.924999952316284,10.8203001022339
"14388","Amanita roseitincta (Murrill) Murrill",32.189,-94.34305,"orange",181,132,39,7245,343,9,334,221,265,271,83,1214,127,67,15,343,246,257,313,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,57.301570892334,10.6289405822754,0,3,2,1,1,1,1,1,13.8158988952637,0
"357","Amanita rubescens group",19.68165,-96.85425,"brown",159,99,60,1989,240,76,164,171,140,181,131,1625,303,52,67,785,167,397,178,3,4,1,4,33,22,45,3,1.27,1.17,0.95,4.7,17,15,43,6.5,0,0,1,0,4,22,17,61,1,1.2,1.11,0.25,4.7,16,22,40,8.8,0,2,0,5.35880374908447,21.4818553924561,0,1,1,1,1,1,1,1,4.31269979476929,0
"611","Amanita rubescens group",21.1637,-99.68755,"brown",126,140,66,2059,234,22,212,138,99,150,98,970,210,14,82,512,57,252,71,2,3,6,28,50,26,24,10,1.39,1.09,14,7.7,NA,44,100,44,3.9,0.1,4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.9371490478516,31.7720222473145,0,1,1,3,1,1,1,3,1.19709992408752,0
"1039","Amanita rubescens group",42.0762,-73.9507,"brown",93,126,32,9274,292,-100,392,188,-19,209,-31,1051,104,68,11,298,223,286,227,2,4,1,4,47,32,21,9,1.41,1.42,0.82,6.2,35,11,88,8.3,0,0,1,0.1,5,40,29,31,5,1.34,1.5,0.39,6.2,33,12,87,9.6,0,1,0.1,75.8523712158203,7.391526222229,0,1,1,1,1,1,1,1,4.95709991455078,9.65170001983643
"2429","Amanita rubescens group",18.99195,-99.076,"brown",195,159,75,1308,300,89,211,200,186,212,178,958,202,4,105,587,15,272,24,1,6,3,19,73,23,4,11,1.7,1.52,0.41,6,140,14,80,11.2,0,0,2,0,19,73,23,4,11,1.7,1.53,0.15,6.4,140,13,85,11.1,0.2,3,0.1,48.1127853393555,18.0339183807373,0,1,1,1,1,1,1,1,5.32340002059937,0
"2670","Amanita rubescens group",18.99195,-99.076,"brown",195,159,75,1308,300,89,211,200,186,212,178,958,202,4,105,587,15,272,24,1,6,3,19,73,23,4,11,1.7,1.52,0.41,6,140,14,80,11.2,0,0,2,0,19,73,23,4,11,1.7,1.53,0.15,6.4,140,13,85,11.1,0.2,3,0.1,48.1127853393555,18.0339183807373,0,1,1,1,1,1,1,1,5.32340002059937,0
"2881","Amanita rubescens group",-25.83675,28.26175,"brown",163,143,56,3912,268,16,252,201,107,204,107,716,142,6,76,359,21,339,21,2,4,1,1,63,15,22,10,1.43,1.48,0.6,6.1,15,5,85,4.3,0.5,0,2,0,1,53,13,34,10,1.35,1.44,0.32,5.8,12,5,77,3.9,0.1,3,0,3.35249090194702,45.1699142456055,0,2,1,1,1,1,1,1,3.2296998500824,0
"3106","Amanita rubescens group",41.99445,-87.76795,"brown",97,100,26,9861,285,-95,380,219,-35,219,-35,909,101,37,28,297,143,297,143,2,4,1,4,35,41,24,9,1.37,1.28,1.68,6.2,52,19,87,16.1,0,0,2,0.1,5,30,36,34,5,1.31,1.37,0.69,6.8,64,24,92,23.8,0.4,2,0.1,0,2.36183404922485e-06,0,1,1,1,2,1,1,1,99.9911804199219,0
"3537","Amanita rubescens group",33.991,-83.4954,"brown",161,129,39,7218,323,-3,326,81,167,252,66,1275,140,88,14,384,269,306,347,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,53.1307411193848,8.20465660095215,0,3,2,1,1,1,1,1,31.4512004852295,0
"3810","Amanita rubescens group",-26.39055,153.0165,"brown",205,98,50,3393,288,95,193,243,183,244,158,1717,240,48,42,691,202,626,275,1,6,3,3,90,7,3,13,1.78,1.4,2.85,4.4,29,4,18,2.5,0,0,1,0.1,3,89,7,4,13,1.74,1.59,0.48,4.8,33,2,21,1.3,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
"3824","Amanita rubescens group",-26.39055,153.0165,"brown",205,98,50,3393,288,95,193,243,183,244,158,1717,240,48,42,691,202,626,275,1,6,3,3,90,7,3,13,1.78,1.4,2.85,4.4,29,4,18,2.5,0,0,1,0.1,3,89,7,4,13,1.74,1.59,0.48,4.8,33,2,21,1.3,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
"4227","Amanita rubescens group",32.52755,-94.95675,"brown",180,131,38,7462,346,3,343,180,268,273,79,1128,119,55,19,335,219,223,273,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,57.0856132507324,13.2997617721558,0,3,2,1,1,1,1,1,9.44209957122803,0
"4262","Amanita rubescens group",6.1112,-75.54925,"brown",143,89,89,255,193,94,99,140,141,146,139,2117,273,79,34,714,290,596,612,2,3,5,22,63,24,13,11,1.51,0.9,7.4,5.1,24,29,23,6.7,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.4169540405273,29.4329166412354,0,3,2,3,1,1,1,3,2.19580006599426,0
"4614","Amanita rubescens group",21.1637,-99.68755,"brown",126,140,66,2059,234,22,212,138,99,150,98,970,210,14,82,512,57,252,71,2,3,6,28,50,26,24,10,1.39,1.09,14,7.7,NA,44,100,44,3.9,0.1,4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.9371490478516,31.7720222473145,0,1,1,3,1,1,1,3,1.19709992408752,0
"4617","Amanita rubescens group",38.5658,-90.6591,"brown",124,127,32,9310,316,-78,394,218,-3,239,-3,989,108,50,19,296,180,270,180,2,2,1,3,36,39,25,9,1.37,1.41,1.29,5.7,51,17,84,15.3,0,0,2,0.1,4,31,35,34,5,1.31,1.39,0.51,6.9,62,25,94,22.6,4.4,2,0.1,68.3151168823242,7.2391414642334,0,1,1,1,1,1,1,1,7.64349937438965,0
"4715","Amanita rubescens group",41.99445,-87.76795,"brown",97,100,26,9861,285,-95,380,219,-35,219,-35,909,101,37,28,297,143,297,143,2,4,1,4,35,41,24,9,1.37,1.28,1.68,6.2,52,19,87,16.1,0,0,2,0.1,5,30,36,34,5,1.31,1.37,0.69,6.8,64,24,92,23.8,0.4,2,0.1,0,2.36183404922485e-06,0,1,1,1,2,1,1,1,99.9911804199219,0
"4756","Amanita rubescens group",41.6262,-87.1908,"brown",100,107,28,9666,290,-92,382,219,-31,219,-31,940,102,40,24,290,153,290,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6260833740234,2.89531350135803,0,7,7,7,7,7,7,7,2.79730010032654,50.9603996276855
"5136","Amanita rubescens group",17.126,-96.44655,"brown",111,125,73,931,199,29,170,112,107,124,99,1448,270,22,77,717,80,199,106,2,3,6,28,50,26,24,10,1.39,1.09,14,7.7,NA,44,100,44,3.9,0.1,4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.913330078125,25.0646781921387,0,1,1,3,1,1,1,3,0.547599971294403,0
"5268","Amanita rubescens group",34.74,-83.9675,"brown",116,127,39,7065,270,-48,318,35,168,204,22,1772,189,117,12,511,386,421,478,2,4,4,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,65.0802230834961,24.3418884277344,0,2,2,2,1,1,1,2,0.23986342549324,0
"5330","Amanita rubescens group",40.70685,-80.6459,"brown",97,121,32,8805,283,-84,367,186,-22,206,-22,959,106,56,19,302,187,288,187,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,89.2932739257812,8.78312587738037,0,2,2,1,1,1,1,1,1.79222774505615,0
"5459","Amanita rubescens group",56.1461,-3.9191,"brown",83,72,37,4453,189,-4,193,37,103,143,28,1034,111,55,23,326,183,220,295,2,2,1,4,39,40,21,9,1.4,1.36,0.86,7.2,63,16,91,16.9,0.5,0,2,0.1,7,41,38,21,9,1.4,1.39,0.38,7.5,61,14,96,15.2,2.5,3,0.1,6.45624685287476,46.5650901794434,0,1,1,1,2,1,1,1,24.6553993225098,0
"5851","Amanita rubescens group",32.52525,-94.7935,"brown",179,129,38,7412,343,5,338,219,267,272,80,1158,120,59,18,342,227,233,284,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,9.53428840637207,12.8732128143311,0,3,2,1,1,1,1,1,43.4085960388184,0
"5958","Amanita rubescens group",32.49765,-94.829,"brown",180,129,38,7412,344,6,338,220,268,273,81,1151,120,58,18,340,226,232,284,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,51.903076171875,15.2893972396851,0,3,2,1,1,1,1,1,18.6897010803223,0
"5989","Amanita rubescens group",32.49765,-94.829,"brown",180,129,38,7412,344,6,338,220,268,273,81,1151,120,58,18,340,226,232,284,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,51.903076171875,15.2893972396851,0,3,2,1,1,1,1,1,18.6897010803223,0
"6903","Amanita rubescens group",40.6439,-80.56065,"brown",98,121,33,8786,283,-83,366,187,-21,206,-21,958,105,57,18,300,190,286,190,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,79.0055084228516,7.77119159698486,0,2,2,1,1,1,1,1,13.1136693954468,0
"7166","Amanita rubescens group",19.3783,-97.0428,"brown",174,110,62,1972,260,85,175,187,155,196,147,2117,388,49,76,1056,155,578,162,2,3,6,28,50,26,24,10,1.39,1.09,14,7.7,NA,44,100,44,3.9,0.1,4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.3682899475098,18.5540943145752,0,1,1,3,1,1,1,3,4.76429986953735,0
"8179","Amanita rubescens group",19.4967,-97.00945,"brown",167,109,62,1980,253,78,175,179,148,189,139,2006,373,51,74,997,160,528,167,2,3,6,28,50,26,24,10,1.39,1.09,14,7.7,NA,44,100,44,3.9,0.1,4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.5177764892578,18.61647605896,0,1,1,2,1,1,1,2,5.61409997940063,0
"8752","Amanita rubescens group",18.0891,-96.74805,"brown",181,118,65,1659,272,91,181,187,167,201,158,3080,653,48,83,1690,170,676,317,2,3,6,28,50,26,24,10,1.39,1.09,14,7.7,NA,44,100,44,3.9,0.1,4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.5219650268555,22.6085529327393,0,1,1,3,1,1,1,3,2.29899978637695,0
"8796","Amanita rubescens group",16.16095,-96.49485,"brown",146,122,78,588,225,70,155,147,140,155,140,1405,305,4,97,825,27,201,27,2,3,6,28,50,26,24,10,1.39,1.09,14,7.7,NA,44,100,44,3.9,0.1,4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.4988403320312,20.3413028717041,0,1,1,3,1,1,1,3,1.1978999376297,0
"8861","Amanita rubescens group",36.2242,-84.0913,"brown",133,132,38,7920,303,-42,345,132,191,231,26,1334,136,80,14,363,272,342,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.8021697998047,7.25652503967285,0,3,3,2,2,2,2,2,3.01939988136292,3.93679976463318
"8977","Amanita rubescens group",42.78625,-80.198,"brown",82,93,26,9173,263,-87,350,155,-31,196,-39,950,91,63,11,249,212,240,222,3,4,1,4,56,22,22,10,1.42,1.34,1.11,6.4,36,22,87,18.4,0,0,1,0.1,8,48,20,32,10,1.35,1.38,0.54,6.7,37,21,92,21,0,1,0.1,8.81078243255615,4.68933868408203,0,1,1,1,1,1,1,1,1.28979992866516,37.9752998352051
"9180","Amanita rubescens group",36.1426,-81.81215,"brown",93,115,36,7046,245,-67,312,165,0,181,0,1479,140,102,10,410,318,407,318,2,4,4,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,59.9013519287109,26.7719593048096,0,2,2,2,1,1,1,2,0.957916378974915,0
"10083","Amanita rubescens group",54.35565,-2.79515,"brown",83,70,35,4600,190,-5,195,57,104,143,25,1144,127,67,22,365,211,256,315,2,3,6,10,42,38,20,9,1.41,1.3,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,1.36,0.5,5.2,35,9,33,2.6,0,2,0.1,3.8560254573822,79.4900741577148,0,2,2,2,1,1,1,1,4.94399976730347,0
"11945","Amanita rubescens group",40.7455,-7.32,"brown",133,96,37,5697,284,25,259,63,208,208,63,1010,151,10,55,408,66,66,408,2,3,5,8,41,36,23,9,1.39,1.1,2.72,5.3,52,21,25,5.4,0,0,1,0.1,6,44,32,24,9,1.39,1.16,1.07,5.3,37,14,30,2.5,0,2,0.1,48.2997894287109,20.9134731292725,0,3,2,3,1,1,1,3,0.880899965763092,0
"627","Amanita rubescens Pers.",45.6628,23.93725,"brown",44,87,32,6472,181,-88,269,108,-35,124,-41,891,134,48,40,360,146,349,150,2,3,6,15,48,40,12,9,1.5,0.96,3.15,5,66,17,10,4.4,0,0,0,0.1,17,55,33,12,11,1.51,1.29,1.13,5.1,65,13,13,0.8,0,0,0.1,75.668830871582,24.2717685699463,0,3,2,3,1,1,1,3,0.0593999996781349,0
"1070","Amanita rubescens Pers.",43.2176,-79.76695,"brown",85,95,26,9315,273,-85,358,195,-30,203,-36,828,84,52,12,231,175,225,183,1,4,1,4,88,7,5,13,1.7,1.44,0.4,6.5,31,3,86,2.1,0.1,0,2,0.1,4,83,7,10,12,1.59,1.5,0.26,6.6,40,4,100,4.7,3.1,6,0.1,4.76040363311768,2.43501472473145,0,1,1,1,1,1,1,1,52.0705986022949,14.0267992019653
"1492","Amanita rubescens Pers.",52.98145,13.8362,"brown",85,77,28,6948,229,-39,268,172,35,172,-6,568,65,32,22,188,106,188,120,1,4,5,3,90,5,5,13,1.71,1.5,0.39,5.8,35,3,76,2,0,0,3,0.1,4,87,5,8,12,1.63,1.5,0.2,5.7,34,3,75,2.3,0,3,0.1,34.6206321716309,30.6255569458008,0,2,2,1,1,1,1,1,1.00089991092682,0
"1674","Amanita rubescens Pers.",52.101,4.3383,"brown",95,61,30,5237,206,3,203,109,49,161,31,778,85,45,20,238,148,204,185,1,2,1,10,79,15,6,12,1.66,1.4,0.41,8.3,109,6,100,11,9.1,0,4,0.4,10,79,15,6,12,1.66,1.5,0.17,8.3,137,6,94,13.9,9.9,4,0.4,8.77665328979492,25.4838676452637,0,2,2,1,1,1,1,1,40.8344993591309,1
"1676","Amanita rubescens Pers.",46.05205,15.99235,"brown",104,95,31,7443,265,-40,305,197,20,197,6,944,105,47,24,299,153,299,170,2,2,1,4,37,44,19,9,1.41,1.4,0.99,5.8,48,12,62,8.4,0,0,1,0.1,4,31,38,31,5,1.33,1.6,0.29,5.9,50,14,83,10.2,0,1,0.1,15.286262512207,31.7115573883057,0,2,1,1,2,1,1,1,3.62339997291565,0
"3210","Amanita rubescens Pers.",35.8725,-78.761,"brown",151,127,38,7573,316,-18,334,247,105,247,51,1130,116,76,13,324,244,324,273,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,76.2622146606445,12.1785907745361,0,3,2,1,1,1,1,1,2.09369993209839,0
"3250","Amanita rubescens Pers.",34.9646,-85.3614,"brown",139,127,37,7720,305,-31,336,53,196,236,37,1476,164,91,16,435,301,328,411,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,75.6725463867188,7.38760614395142,0,3,2,1,1,1,1,1,15.693699836731,0
